name,check_in,check_out,adults,rooms,provider,reviews,rating,price,features,url
11 Howard,2017-12-09,2017_12_10,2,1,Travelocity,543,4.5,459,"['Room Service', 'Restaurant', 'Bar/Lounge', 'Free High Speed Internet ( WiFi )', 'Fitness Center with Gym / Workout Room', 'Room Service', 'Dry Cleaning', 'Meeting Rooms', 'Business Center with Internet Access', 'Laundry Service', 'Concierge', 'Air Conditioning', 'Refrigerator in room', 'Restaurant', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room']",/Hotel_Review-g60763-d10040329-Reviews-11_Howard-New_York_City_New_York.html
Sheraton Tribeca New York Hotel,2017-12-09,2017_12_10,2,1,Travelocity,"2,003",4,319,"['Restaurant', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge', 'Room Service', 'Free Internet', 'Business Center with Internet Access', 'Room Service', 'Dry Cleaning', 'Meeting Rooms', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Conference Facilities', 'Breakfast Available', 'Air Conditioning', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge']",/Hotel_Review-g60763-d1783324-Reviews-Sheraton_Tribeca_New_York_Hotel-New_York_City_New_York.html
Hilton Garden Inn New York/Tribeca,2017-12-09,2017_12_10,2,1,GardenInn.com,"1,467",4,368,"['Restaurant', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge', 'Free High Speed Internet ( WiFi )', 'Room Service', 'Business Center with Internet Access', 'Dry Cleaning', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Room Service', 'Meeting Rooms', 'Microwave', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge']",/Hotel_Review-g60763-d632551-Reviews-Hilton_Garden_Inn_New_York_Tribeca-New_York_City_New_York.html
NOMO SOHO Hotel,2017-12-09,2017_12_10,2,1,Preferred Hotels,"1,053",4,446,"['Restaurant', 'Free High Speed Internet ( WiFi )', 'Room Service', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room', 'Room Service', 'Dry Cleaning', 'Concierge', 'Multilingual Staff', 'Meeting Rooms', 'Banquet Room', 'Air Conditioning', 'Refrigerator in room', 'Minibar', 'Restaurant', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room']",/Hotel_Review-g60763-d1786395-Reviews-NOMO_SOHO_Hotel-New_York_City_New_York.html
Holiday Inn Manhattan - Financial District,2017-12-09,2017_12_10,2,1,HolidayInn.com,"1,316",4,304,"['Free High Speed Internet ( WiFi )', 'Room Service', 'Restaurant', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room', 'Room Service', 'Dry Cleaning', 'Meeting Rooms', 'Business Center with Internet Access', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Self-Serve Laundry', 'Air Conditioning', 'Restaurant', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room']",/Hotel_Review-g60763-d7014966-Reviews-Holiday_Inn_Manhattan_Financial_District-New_York_City_New_York.html
Andaz Wall Street,2017-12-09,2017_12_10,2,1,Prestigia.com,"2,996",4.5,327,"['Free High Speed Internet ( WiFi )', 'Fitness Center with Gym / Workout Room', 'Restaurant', 'Bar/Lounge', 'Spa', 'Room Service', 'Room Service', 'Airport Transportation', 'Dry Cleaning', 'Meeting Rooms', 'Laundry Service', 'Concierge', 'Banquet Room', 'Multilingual Staff', 'Conference Facilities', 'Self-Serve Laundry', 'Air Conditioning', 'Minibar', 'Fitness Center with Gym / Workout Room', 'Restaurant', 'Bar/Lounge', 'Spa']",/Hotel_Review-g60763-d1485961-Reviews-Andaz_Wall_Street-New_York_City_New_York.html
The Leon Hotel,2017-12-09,2017_12_10,2,1,Booking.com,397,4.5,357,"['Free High Speed Internet ( WiFi )', 'Air Conditioning']",/Hotel_Review-g60763-d6555841-Reviews-The_Leon_Hotel-New_York_City_New_York.html
Solita Soho Hotel,2017-12-09,2017_12_10,2,1,Booking.com,481,4,369,"['Bar/Lounge', 'Spa', 'Free High Speed Internet ( WiFi )', 'Fitness Center with Gym / Workout Room', 'Dry Cleaning', 'Laundry Service', 'Multilingual Staff', 'Self-Serve Laundry', 'Air Conditioning', 'Bar/Lounge', 'Spa', 'Fitness Center with Gym / Workout Room']",/Hotel_Review-g60763-d488793-Reviews-Solita_Soho_Hotel-New_York_City_New_York.html
Soho Grand Hotel,2017-12-09,2017_12_10,2,1,Hotwire.com,"3,019",4,422,"['Room Service', 'Free High Speed Internet ( WiFi )', 'Fitness Center with Gym / Workout Room', 'Restaurant', 'Bar/Lounge', 'Room Service', 'Dry Cleaning', 'Meeting Rooms', 'Laundry Service', 'Concierge', 'Air Conditioning', 'Minibar', 'Fitness Center with Gym / Workout Room', 'Restaurant', 'Bar/Lounge']",/Hotel_Review-g60763-d93561-Reviews-Soho_Grand_Hotel-New_York_City_New_York.html
Wyndham Garden Chinatown,2017-12-09,2017_12_10,2,1,Booking.com,"1,582",4.5,399,"['Free High Speed Internet ( WiFi )', 'Restaurant', 'Room Service', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room', 'Room Service', 'Dry Cleaning', 'Meeting Rooms', 'Business Center with Internet Access', 'Laundry Service', 'Multilingual Staff', 'Concierge', 'Banquet Room', 'Conference Facilities', 'Air Conditioning', 'Refrigerator in room', 'Restaurant', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room']",/Hotel_Review-g60763-d2622936-Reviews-Wyndham_Garden_Chinatown-New_York_City_New_York.html
The James New York - SoHo,2017-12-09,2017_12_10,2,1,The James New York,"1,432",4.5,515,"['Free High Speed Internet ( WiFi )', 'Fitness Center with Gym / Workout Room', 'Room Service', 'Restaurant', 'Bar/Lounge', 'Pool', 'Room Service', 'Business Center with Internet Access', 'Dry Cleaning', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Babysitting', 'Breakfast Available', 'Fitness Center with Gym / Workout Room', 'Restaurant', 'Bar/Lounge', 'Pool']",/Hotel_Review-g60763-d1785018-Reviews-The_James_New_York_SoHo-New_York_City_New_York.html
Hampton Inn Manhattan-SoHo,2017-12-09,2017_12_10,2,1,Orbitz.com,"1,717",4,349,"['Fitness Center with Gym / Workout Room', 'Bar/Lounge', 'Free High Speed Internet ( WiFi )', 'Breakfast included', 'Breakfast included', 'Laundry Service', 'Multilingual Staff', 'Dry Cleaning', 'Meeting Rooms', 'Air Conditioning', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge']",/Hotel_Review-g60763-d866615-Reviews-Hampton_Inn_Manhattan_SoHo-New_York_City_New_York.html
Sohotel,2017-12-09,2017_12_10,2,1,Booking.com,"1,302",3.5,379,"['Bar/Lounge', 'Free High Speed Internet ( WiFi )', 'Children Activities (Kid / Family Friendly)', 'Concierge', 'Breakfast Available', 'Dry Cleaning', 'Air Conditioning', 'Bar/Lounge']",/Hotel_Review-g60763-d292140-Reviews-Sohotel-New_York_City_New_York.html
The Nolitan Hotel,2017-12-09,2017_12_10,2,1,Hotwire.com,957,4.5,510,"['Free High Speed Internet ( WiFi )', 'Bar/Lounge', 'Room Service', 'Restaurant', 'Dry Cleaning', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Room Service', 'Air Conditioning', 'Bar/Lounge', 'Restaurant']",/Hotel_Review-g60763-d1746459-Reviews-The_Nolitan_Hotel-New_York_City_New_York.html
SIXTY SoHo,2017-12-09,2017_12_10,2,1,Booking.com,985,4.5,585,"['Restaurant', 'Room Service', 'Free Internet', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge', 'Room Service', 'Dry Cleaning', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Meeting Rooms', 'Air Conditioning', 'Minibar', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge']",/Hotel_Review-g60763-d93398-Reviews-SIXTY_SoHo-New_York_City_New_York.html
Arlo SoHo,2017-12-09,2017_12_10,2,1,Booking.com,642,4.5,359,"['Restaurant', 'Bar/Lounge', 'Free High Speed Internet ( WiFi )', 'Dry Cleaning', 'Meeting Rooms', 'Business Center with Internet Access', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Conference Facilities', 'Refrigerator in room', 'Air Conditioning', 'Restaurant', 'Bar/Lounge']",/Hotel_Review-g60763-d7891458-Reviews-Arlo_SoHo-New_York_City_New_York.html
Hampton Inn Manhattan / Downtown - Financial District,2017-12-09,2017_12_10,2,1,Booking.com,579,4,350,"['Free High Speed Internet ( WiFi )', 'Breakfast included', 'Fitness Center with Gym / Workout Room', 'Breakfast included', 'Business Center with Internet Access', 'Laundry Service', 'Air Conditioning', 'Fitness Center with Gym / Workout Room']",/Hotel_Review-g60763-d3580899-Reviews-Hampton_Inn_Manhattan_Downtown_Financial_District-New_York_City_New_York.html
Hilton Garden Inn NYC Financial Center/Manhattan Downtown,2017-12-09,2017_12_10,2,1,Booking.com,28,4.5,297,"['Room Service', 'Restaurant', 'Bar/Lounge', 'Free High Speed Internet ( WiFi )', 'Fitness Center with Gym / Workout Room', 'Room Service', 'Business Center with Internet Access', 'Breakfast Available', 'Restaurant', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room']",/Hotel_Review-g60763-d12297961-Reviews-Hilton_Garden_Inn_NYC_Financial_Center_Manhattan_Downtown-New_York_City_New_York.html
"The Ritz-Carlton New York, Battery Park",2017-12-09,2017_12_10,2,1,Hotwire.com,"2,228",4.5,655,"['Restaurant', 'Room Service', 'Fitness Center with Gym / Workout Room', 'Spa', 'Bar/Lounge', 'Business Center with Internet Access', 'Room Service', 'Dry Cleaning', 'Meeting Rooms', 'Laundry Service', 'Concierge', 'Banquet Room', 'Multilingual Staff', 'Conference Facilities', 'Air Conditioning', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Spa', 'Bar/Lounge']",/Hotel_Review-g60763-d222959-Reviews-The_Ritz_Carlton_New_York_Battery_Park-New_York_City_New_York.html
Trump SoHo New York,2017-12-09,2017_12_10,2,1,TrumpHotels.com,"3,139",4.5,525,"['Room Service', 'Restaurant', 'Pool', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge', 'Spa', 'Free High Speed Internet ( WiFi )', 'Room Service', 'Airport Transportation', 'Dry Cleaning', 'Meeting Rooms', 'Business Center with Internet Access', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Conference Facilities', 'Breakfast Available', 'Banquet Room', 'Babysitting', 'Air Conditioning', 'Microwave', 'Minibar', 'Restaurant', 'Pool', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge', 'Spa', 'Outdoor pool']",/Hotel_Review-g60763-d1456416-Reviews-Trump_SoHo_New_York-New_York_City_New_York.html
The Mercer Hotel,2017-12-09,2017_12_10,2,1,Booking.com,300,4.5,715,"['Restaurant', 'Room Service', 'Bar/Lounge', 'Free High Speed Internet ( WiFi )', 'Fitness Center with Gym / Workout Room', 'Room Service', 'Children Activities (Kid / Family Friendly)', 'Dry Cleaning', 'Business Center with Internet Access', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Breakfast Available', 'Airport Transportation', 'Babysitting', 'Air Conditioning', 'Minibar', 'Restaurant', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room']",/Hotel_Review-g60763-d112053-Reviews-The_Mercer_Hotel-New_York_City_New_York.html
Doubletree Hotel Metropolitan - New York City,2017-12-09,2017_12_10,2,1,Doubletree.com,"4,915",3.5,369,"['Restaurant', 'Room Service', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge', 'Free Internet', 'Room Service', 'Business Center with Internet Access', 'Dry Cleaning', 'Meeting Rooms', 'Laundry Service', 'Concierge', 'Banquet Room', 'Multilingual Staff', 'Conference Facilities', 'Air Conditioning', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge']",/Hotel_Review-g60763-d93466-Reviews-Doubletree_Hotel_Metropolitan_New_York_City-New_York_City_New_York.html
DoubleTree Suites by Hilton Hotel New York City - Times Square,2017-12-09,2017_12_10,2,1,Doubletree.com,"8,166",4.5,693,"['Restaurant', 'Room Service', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge', 'Free Internet', 'Business Center with Internet Access', 'Room Service', 'Dry Cleaning', 'Meeting Rooms', 'Laundry Service', 'Concierge', 'Banquet Room', 'Multilingual Staff', 'Conference Facilities', 'Air Conditioning', 'Microwave', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge']",/Hotel_Review-g60763-d93352-Reviews-DoubleTree_Suites_by_Hilton_Hotel_New_York_City_Times_Square-New_York_City_New_York.html
The Lucerne Hotel,2017-12-09,2017_12_10,2,1,Booking.com,"2,429",4.5,327,"['Restaurant', 'Room Service', 'Fitness Center with Gym / Workout Room', 'Free High Speed Internet ( WiFi )', 'Room Service', 'Business Center with Internet Access', 'Dry Cleaning', 'Meeting Rooms', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Self-Serve Laundry', 'Air Conditioning', 'Restaurant', 'Fitness Center with Gym / Workout Room']",/Hotel_Review-g60763-d99281-Reviews-The_Lucerne_Hotel-New_York_City_New_York.html
Grand Hyatt New York,2017-12-09,2017_12_10,2,1,Hyatt.com,"8,948",4,404,"['Restaurant', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge', 'Room Service', 'Business Center with Internet Access', 'Meeting Rooms', 'Dry Cleaning', 'Laundry Service', 'Concierge', 'Banquet Room', 'Room Service', 'Multilingual Staff', 'Conference Facilities', 'Breakfast Available', 'Air Conditioning', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge']",/Hotel_Review-g60763-d93450-Reviews-Grand_Hyatt_New_York-New_York_City_New_York.html
YOTEL New York at Times Square West,2017-12-09,2017_12_10,2,1,Booking.com,"11,085",4.5,341,"['Free High Speed Internet ( WiFi )', 'Bar/Lounge', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Business Center with Internet Access', 'Dry Cleaning', 'Meeting Rooms', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Air Conditioning', 'Bar/Lounge', 'Restaurant', 'Fitness Center with Gym / Workout Room']",/Hotel_Review-g60763-d2079052-Reviews-YOTEL_New_York_at_Times_Square_West-New_York_City_New_York.html
W New York - Times Square,2017-12-09,2017_12_10,2,1,Priceline,"4,328",4,564,"['Restaurant', 'Fitness Center with Gym / Workout Room', 'Room Service', 'Free High Speed Internet ( WiFi )', 'Bar/Lounge', 'Pool', 'Room Service', 'Business Center with Internet Access', 'Meeting Rooms', 'Dry Cleaning', 'Laundry Service', 'Concierge', 'Banquet Room', 'Multilingual Staff', 'Conference Facilities', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge', 'Pool']",/Hotel_Review-g60763-d235238-Reviews-W_New_York_Times_Square-New_York_City_New_York.html
Paramount Hotel Times Square New York,2017-12-09,2017_12_10,2,1,Booking.com,"4,612",3.5,396,"['Restaurant', 'Room Service', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room', 'Free Internet', 'Room Service', 'Dry Cleaning', 'Meeting Rooms', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Conference Facilities', 'Air Conditioning', 'Restaurant', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room']",/Hotel_Review-g60763-d93517-Reviews-Paramount_Hotel_Times_Square_New_York-New_York_City_New_York.html
Wellington Hotel,2017-12-09,2017_12_10,2,1,Booking.com,"6,992",3.5,332,"['Room Service', 'Restaurant', 'Room Service', 'Dry Cleaning', 'Laundry Service', 'Multilingual Staff', 'Concierge', 'Breakfast Available', 'Restaurant']",/Hotel_Review-g60763-d99307-Reviews-Wellington_Hotel-New_York_City_New_York.html
The Watson Hotel,2017-12-09,2017_12_10,2,1,Travelocity,"4,401",3.5,327,"['Room Service', 'Restaurant', 'Pool', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge', 'Free High Speed Internet ( WiFi )', 'Room Service', 'Business Center with Internet Access', 'Airport Transportation', 'Dry Cleaning', 'Meeting Rooms', 'Concierge', 'Banquet Room', 'Multilingual Staff', 'Conference Facilities', 'Breakfast Available', 'Restaurant', 'Pool', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge']",/Hotel_Review-g60763-d93344-Reviews-The_Watson_Hotel-New_York_City_New_York.html
New York Marriott Marquis,2017-12-09,2017_12_10,2,1,Booking.com,"11,259",4,814,"['Room Service', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge', 'Room Service', 'Business Center with Internet Access', 'Meeting Rooms', 'Dry Cleaning', 'Laundry Service', 'Concierge', 'Banquet Room', 'Multilingual Staff', 'Conference Facilities', 'Breakfast Available', 'Air Conditioning', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge']",/Hotel_Review-g60763-d93507-Reviews-New_York_Marriott_Marquis-New_York_City_New_York.html
Row NYC Hotel,2017-12-09,2017_12_10,2,1,Booking.com,"19,388",3.5,422,"['Restaurant', 'Free Internet', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room', 'Dry Cleaning', 'Laundry Service', 'Concierge', 'Business Center with Internet Access', 'Multilingual Staff', 'Breakfast Available', 'Restaurant', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room']",/Hotel_Review-g60763-d1938661-Reviews-Row_NYC_Hotel-New_York_City_New_York.html
NYLO New York City,2017-12-09,2017_12_10,2,1,Expedia.com,"5,405",4,439,"['Restaurant', 'Free Internet', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room', 'Business Center with Internet Access', 'Dry Cleaning', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Breakfast Available', 'Air Conditioning', 'Restaurant', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room', 'Tennis Court']",/Hotel_Review-g60763-d99288-Reviews-NYLO_New_York_City-New_York_City_New_York.html
Warwick New York,2017-12-09,2017_12_10,2,1,Hotwire.com,"4,418",4.5,569,"['Restaurant', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge', 'Room Service', 'Business Center with Internet Access', 'Dry Cleaning', 'Meeting Rooms', 'Laundry Service', 'Concierge', 'Banquet Room', 'Multilingual Staff', 'Conference Facilities', 'Room Service', 'Breakfast Available', 'Air Conditioning', 'Refrigerator in room', 'Minibar', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge']",/Hotel_Review-g60763-d112064-Reviews-Warwick_New_York-New_York_City_New_York.html
The New Yorker A Wyndham Hotel,2017-12-09,2017_12_10,2,1,Agoda.com,"11,632",4,386,"['Restaurant', 'Fitness Center with Gym / Workout Room', 'Free Internet', 'Bar/Lounge', 'Room Service', 'Business Center with Internet Access', 'Room Service', 'Dry Cleaning', 'Meeting Rooms', 'Laundry Service', 'Concierge', 'Banquet Room', 'Multilingual Staff', 'Conference Facilities', 'Air Conditioning', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge']",/Hotel_Review-g60763-d122005-Reviews-The_New_Yorker_A_Wyndham_Hotel-New_York_City_New_York.html
Sofitel New York,2017-12-09,2017_12_10,2,1,Booking.com,"6,594",4.5,569,"['Restaurant', 'Fitness Center with Gym / Workout Room', 'Room Service', 'Bar/Lounge', 'Free High Speed Internet ( WiFi )', 'Room Service', 'Business Center with Internet Access', 'Dry Cleaning', 'Meeting Rooms', 'Laundry Service', 'Concierge', 'Banquet Room', 'Multilingual Staff', 'Conference Facilities', 'Air Conditioning', 'Minibar', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge']",/Hotel_Review-g60763-d208454-Reviews-Sofitel_New_York-New_York_City_New_York.html
InterContinental New York Barclay,2017-12-09,2017_12_10,2,1,InterContinental,"1,161",4.5,387,"['Restaurant', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge', 'Free Internet', 'Business Center with Internet Access', 'Dry Cleaning', 'Meeting Rooms', 'Laundry Service', 'Concierge', 'Banquet Room', 'Multilingual Staff', 'Conference Facilities', 'Breakfast Available', 'Air Conditioning', 'Minibar', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge']",/Hotel_Review-g60763-d93462-Reviews-InterContinental_New_York_Barclay-New_York_City_New_York.html
Pod 51 Hotel,2017-12-09,2017_12_10,2,1,Expedia.com,"4,961",4,295,"['Free High Speed Internet ( WiFi )', 'Bar/Lounge', 'Concierge', 'Multilingual Staff', 'Air Conditioning', 'Bar/Lounge']",/Hotel_Review-g60763-d93358-Reviews-Pod_51_Hotel-New_York_City_New_York.html
Park Central Hotel New York,2017-12-09,2017_12_10,2,1,Expedia.com,"4,821",4,491,"['Bar/Lounge', 'Free Internet', 'Fitness Center with Gym / Workout Room', 'Dry Cleaning', 'Meeting Rooms', 'Business Center with Internet Access', 'Laundry Service', 'Concierge', 'Banquet Room', 'Multilingual Staff', 'Conference Facilities', 'Air Conditioning', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room']",/Hotel_Review-g60763-d93520-Reviews-Park_Central_Hotel_New_York-New_York_City_New_York.html
The Belvedere,2017-12-09,2017_12_10,2,1,Expedia.com,"5,462",4,439,"['Fitness Center with Gym / Workout Room', 'Room Service', 'Restaurant', 'Bar/Lounge', 'Business Center with Internet Access', 'Room Service', 'Dry Cleaning', 'Meeting Rooms', 'Laundry Service', 'Concierge', 'Banquet Room', 'Multilingual Staff', 'Air Conditioning', 'Microwave', 'Refrigerator in room', 'Fitness Center with Gym / Workout Room', 'Restaurant', 'Bar/Lounge']",/Hotel_Review-g60763-d93569-Reviews-The_Belvedere-New_York_City_New_York.html
Hilton Garden Inn Times Square,2017-12-09,2017_12_10,2,1,HotelQuickly,"7,281",4.5,510,"['Restaurant', 'Fitness Center with Gym / Workout Room', 'Free Internet', 'Bar/Lounge', 'Business Center with Internet Access', 'Dry Cleaning', 'Meeting Rooms', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Conference Facilities', 'Air Conditioning', 'Microwave', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge']",/Hotel_Review-g60763-d99352-Reviews-Hilton_Garden_Inn_Times_Square-New_York_City_New_York.html
New York Hilton Midtown,2017-12-09,2017_12_10,2,1,HotelsClick,"10,504",3.5,406,"['Restaurant', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge', 'Business Center with Internet Access', 'Dry Cleaning', 'Meeting Rooms', 'Laundry Service', 'Concierge', 'Banquet Room', 'Multilingual Staff', 'Conference Facilities', 'Self-Serve Laundry', 'Air Conditioning', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge']",/Hotel_Review-g60763-d611947-Reviews-New_York_Hilton_Midtown-New_York_City_New_York.html
Millennium Broadway New York Times Square,2017-12-09,2017_12_10,2,1,AMOMA,"5,390",4,414,"['Restaurant', 'Room Service', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room', 'Room Service', 'Business Center with Internet Access', 'Dry Cleaning', 'Meeting Rooms', 'Laundry Service', 'Concierge', 'Banquet Room', 'Multilingual Staff', 'Conference Facilities', 'Air Conditioning', 'Restaurant', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room']",/Hotel_Review-g60763-d93486-Reviews-Millennium_Broadway_New_York_Times_Square-New_York_City_New_York.html
Hotel Beacon,2017-12-09,2017_12_10,2,1,AMOMA,"3,665",4.5,394,"['Free High Speed Internet ( WiFi )', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge', 'Business Center with Internet Access', 'Meeting Rooms', 'Dry Cleaning', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Self-Serve Laundry', 'Air Conditioning', 'Microwave', 'Refrigerator in room', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge']",/Hotel_Review-g60763-d93338-Reviews-Hotel_Beacon-New_York_City_New_York.html
Crowne Plaza Times Square Manhattan,2017-12-09,2017_12_10,2,1,Cancelon,"9,780",4,589,"['Restaurant', 'Room Service', 'Fitness Center with Gym / Workout Room', 'Pool', 'Free Internet', 'Bar/Lounge', 'Room Service', 'Business Center with Internet Access', 'Airport Transportation', 'Dry Cleaning', 'Meeting Rooms', 'Laundry Service', 'Concierge', 'Banquet Room', 'Multilingual Staff', 'Conference Facilities', 'Air Conditioning', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Pool', 'Bar/Lounge', 'Indoor pool']",/Hotel_Review-g60763-d93454-Reviews-Crowne_Plaza_Times_Square_Manhattan-New_York_City_New_York.html
Hilton Garden Inn New York/Midtown Park Ave,2017-12-09,2017_12_10,2,1,GardenInn.com,"1,088",4.5,469,"['Free Internet', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room', 'Room Service', 'Meeting Rooms', 'Business Center with Internet Access', 'Laundry Service', 'Room Service', 'Dry Cleaning', 'Concierge', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room']",/Hotel_Review-g60763-d6510520-Reviews-Hilton_Garden_Inn_New_York_Midtown_Park_Ave-New_York_City_New_York.html
Fifty NYC–an Affinia hotel,2017-12-09,2017_12_10,2,1,Booking.com,"1,382",4.5,487,"['Fitness Center with Gym / Workout Room', 'Room Service', 'Concierge', 'Multilingual Staff', 'Dry Cleaning', 'Room Service', 'Meeting Rooms', 'Business Center with Internet Access', 'Laundry Service', 'Fitness Center with Gym / Workout Room']",/Hotel_Review-g60763-d502408-Reviews-Fifty_NYC_an_Affinia_hotel-New_York_City_New_York.html
Hilton New York Grand Central,2017-12-09,2017_12_10,2,1,Hilton.com,"2,511",4,373,"['Restaurant', 'Room Service', 'Fitness Center with Gym / Workout Room', 'Free Internet', 'Bar/Lounge', 'Business Center with Internet Access', 'Room Service', 'Dry Cleaning', 'Meeting Rooms', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Conference Facilities', 'Air Conditioning', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge']",/Hotel_Review-g60763-d93339-Reviews-Hilton_New_York_Grand_Central-New_York_City_New_York.html
The Time New York,2017-12-09,2017_12_10,2,1,TheTimeNY.com,448,4.5,619,"['Restaurant', 'Room Service', 'Free High Speed Internet ( WiFi )', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge', 'Room Service', 'Dry Cleaning', 'Laundry Service', 'Concierge', 'Children Activities (Kid / Family Friendly)', 'Business Center with Internet Access', 'Multilingual Staff', 'Breakfast Available', 'Meeting Rooms', 'Conference Facilities', 'Air Conditioning', 'Minibar', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge']",/Hotel_Review-g60763-d112062-Reviews-The_Time_New_York-New_York_City_New_York.html
The London NYC,2017-12-09,2017_12_10,2,1,Booking.com,"3,582",4.5,699,"['Restaurant', 'Free High Speed Internet ( WiFi )', 'Fitness Center with Gym / Workout Room', 'Room Service', 'Bar/Lounge', 'Business Center with Internet Access', 'Room Service', 'Dry Cleaning', 'Meeting Rooms', 'Laundry Service', 'Concierge', 'Banquet Room', 'Multilingual Staff', 'Conference Facilities', 'Breakfast Available', 'Air Conditioning', 'Microwave', 'Refrigerator in room', 'Minibar', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge']",/Hotel_Review-g60763-d630409-Reviews-The_London_NYC-New_York_City_New_York.html
Novotel New York Times Square,2017-12-09,2017_12_10,2,1,Booking.com,"5,551",4.5,539,"['Restaurant', 'Fitness Center with Gym / Workout Room', 'Room Service', 'Bar/Lounge', 'Free Internet', 'Room Service', 'Business Center with Internet Access', 'Children Activities (Kid / Family Friendly)', 'Dry Cleaning', 'Meeting Rooms', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Conference Facilities', 'Air Conditioning', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge', 'Tennis Court']",/Hotel_Review-g60763-d93516-Reviews-Novotel_New_York_Times_Square-New_York_City_New_York.html
