name,date_scraped,check_in,check_out,adults,rooms,address,lat,lon,provider,reviews,rating,price,range,amenities,tripadvisor rank,star rating,url
Hotel Belleclaire,2017-11-01,12/9/2017,12/10/2017,2,1,"250 West 77th Street, New York City, NY 10024-6810",40.7825165,-73.9812484,Agoda.com,"3,728",4,399,154-478,"['Free High Speed Internet ( WiFi )', 'Fitness Center with Gym / Workout Room', 'Dry Cleaning', 'Meeting Rooms', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Business Center with Internet Access', 'Breakfast Available', 'Air Conditioning', 'Refrigerator in room', 'Minibar', 'Fitness Center with Gym / Workout Room']",231,3.5 Star Hotel,/Hotel_Review-g60763-d93390-Reviews-Hotel_Belleclaire-New_York_City_New_York.html
City Club Hotel,2017-11-01,12/9/2017,12/10/2017,2,1,"55 W 44th St, New York City, NY 10036-6609",46.8324046,29.6190778,Booking.com,850,4,440,187-541,"['Room Service', 'Restaurant', 'Free High Speed Internet ( WiFi )', 'Bar/Lounge', 'Room Service', 'Dry Cleaning', 'Laundry Service', 'Concierge', 'Business Center with Internet Access', 'Multilingual Staff', 'Air Conditioning', 'Refrigerator in room', 'Minibar', 'Restaurant', 'Bar/Lounge']",303,4.0 Star Hotel,/Hotel_Review-g60763-d224226-Reviews-City_Club_Hotel-New_York_City_New_York.html
The Sherry-Netherland Hotel,2017-11-01,12/9/2017,12/10/2017,2,1,"781 Fifth Avenue, At 59th Street, New York City, NY 10022-1092",,,,712,5,,462-1234,"['Room Service', 'Restaurant', 'Free High Speed Internet ( WiFi )', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge', 'Room Service', 'Children Activities (Kid / Family Friendly)', 'Dry Cleaning', 'Business Center with Internet Access', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Meeting Rooms', 'Air Conditioning', 'Minibar', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge']",8,4.5 Star Hotel,/Hotel_Review-g60763-d93559-Reviews-The_Sherry_Netherland_Hotel-New_York_City_New_York.html
Pod 39 Hotel,2017-11-01,12/9/2017,12/10/2017,2,1,"145 E 39th Street, New York City, NY 10016-0913",40.7494051,-73.9765730821665,Booking.com,"3,410",4,295,112-310,"['Free High Speed Internet ( WiFi )', 'Restaurant', 'Bar/Lounge', 'Airport Transportation', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Air Conditioning', 'Restaurant', 'Bar/Lounge']",202,3.0 Star Hotel,/Hotel_Review-g60763-d3235844-Reviews-Pod_39_Hotel-New_York_City_New_York.html
Four Points by Sheraton Manhattan Midtown West,2017-11-01,12/9/2017,12/10/2017,2,1,"446 10th Ave, New York City, NY 10001-1405",,,Booking.com,90,4.5,440,173-461,"['Restaurant', 'Bar/Lounge', 'Free High Speed Internet ( WiFi )', 'Fitness Center with Gym / Workout Room', 'Room Service', 'Dry Cleaning', 'Concierge', 'Multilingual Staff', 'Room Service', 'Business Center with Internet Access', 'Laundry Service', 'Breakfast Available', 'Air Conditioning', 'Restaurant', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room']",271,3.0 Star Hotel,/Hotel_Review-g60763-d10846086-Reviews-Four_Points_by_Sheraton_Manhattan_Midtown_West-New_York_City_New_York.html
W New York - Union Square,2017-11-01,12/9/2017,12/10/2017,2,1,"201 Park Ave S, New York City, NY 10003-1634",43.009735,-78.194919,Booking.com,"1,504",4,579,246-706,"['Room Service', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge', 'Room Service', 'Business Center with Internet Access', 'Dry Cleaning', 'Meeting Rooms', 'Laundry Service', 'Concierge', 'Banquet Room', 'Multilingual Staff', 'Conference Facilities', 'Self-Serve Laundry', 'Air Conditioning', 'Minibar', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge']",165,4.5 Star Hotel,/Hotel_Review-g60763-d220243-Reviews-W_New_York_Union_Square-New_York_City_New_York.html
The Benjamin,2017-11-01,12/9/2017,12/10/2017,2,1,"125 East 50th Street, at Lexington Avenue, New York City, NY 10022-9501",33.5839808,-99.7923132,Priceline,"2,740",4.5,541,223-673,"['Restaurant', 'Fitness Center with Gym / Workout Room', 'Room Service', 'Bar/Lounge', 'Room Service', 'Business Center with Internet Access', 'Dry Cleaning', 'Meeting Rooms', 'Laundry Service', 'Concierge', 'Banquet Room', 'Multilingual Staff', 'Conference Facilities', 'Breakfast Available', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge']",95,4.5 Star Hotel,/Hotel_Review-g60763-d217626-Reviews-The_Benjamin-New_York_City_New_York.html
Hotel Carter,2017-11-01,12/9/2017,12/10/2017,2,1,"250 W 43rd St, New York City, NY 10036-3970",45.4812219,-104.5596687,,"4,294",2.5,,95-150,"['$95 - $150 (Based on Average Rates for a Standard Room) ', 'Non-Smoking Rooms ', '700 ', 'TripAdvisor is proud to partner with Orbitz, Hotwire, Cancelon and TripOnline SA so you can book your Hotel Carter reservations with confidence. We help millions of travelers each month to find the perfect hotel for both vacation and business trips, always with the best discounts and special offers. ', 'United States >', 'New York >', 'New York City >', 'Midtown / Times Square / Theater District / Manhattan ', 'Carter Hotel Nyc ,', 'Hotel Carter New York City ']",418,1.0 Star Hotel,/Hotel_Review-g60763-d93421-Reviews-Hotel_Carter-New_York_City_New_York.html
Night Times Square,2017-11-01,12/9/2017,12/10/2017,2,1,"157 West 47th Street, (between 6th & 7th Avenues), New York City, NY 10036-1503",,,AMOMA,"4,563",3.5,399,138-440,"['Restaurant', 'Bar/Lounge', 'Free High Speed Internet ( WiFi )', 'Room Service', 'Laundry Service', 'Concierge', 'Room Service', 'Dry Cleaning', 'Multilingual Staff', 'Air Conditioning', 'Restaurant', 'Bar/Lounge']",342,4.0 Star Hotel,/Hotel_Review-g60763-d93376-Reviews-Night_Times_Square-New_York_City_New_York.html
The Gregory Hotel,2017-11-01,12/9/2017,12/10/2017,2,1,"42 W 35th St, New York City, NY 10001-2222",36.8036546,22.8510049,Booking.com,590,4,337,195-513,"['Restaurant', 'Free High Speed Internet ( WiFi )', 'Bar/Lounge', 'Dry Cleaning', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Air Conditioning', 'Refrigerator in room', 'Restaurant', 'Bar/Lounge']",297,4.0 Star Hotel,/Hotel_Review-g60763-d121996-Reviews-The_Gregory_Hotel-New_York_City_New_York.html
Hotel Hayden,2017-11-01,12/9/2017,12/10/2017,2,1,"127 W 28th St, New York City, NY 10001-6102",40.4853295,-107.225941049698,Booking.com,192,4,405,182-463,"['Restaurant', 'Room Service', 'Free High Speed Internet ( WiFi )', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge', 'Room Service', 'Dry Cleaning', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Meeting Rooms', 'Business Center with Internet Access', 'Air Conditioning', 'Minibar', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge']",312,4.0 Star Hotel,/Hotel_Review-g60763-d1237128-Reviews-Hotel_Hayden-New_York_City_New_York.html
Hotel St. James,2017-11-01,12/9/2017,12/10/2017,2,1,"109 West 45th Street, New York City, NY 10036-4071",40.75720905,-73.9831853268215,AMOMA,,3.5,,174-334,"['Free Internet', 'Airport Transportation', 'Concierge', 'Air Conditioning']",281,2.5 Star Hotel,/Hotel_Review-g60763-d290978-Reviews-Hotel_St_James-New_York_City_New_York.html
Ace Hotel New York,2017-11-01,12/9/2017,12/10/2017,2,1,"20 West 29th Street, at Broadway, New York City, NY 10001-4502",40.7456886,-73.9881558,Priceline,"1,745",4,359,201-544,"['Restaurant', 'Room Service', 'Bar/Lounge', 'Free High Speed Internet ( WiFi )', 'Fitness Center with Gym / Workout Room', 'Room Service', 'Dry Cleaning', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Meeting Rooms', 'Air Conditioning', 'Restaurant', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room']",199,4.0 Star Hotel,/Hotel_Review-g60763-d1201072-Reviews-Ace_Hotel_New_York-New_York_City_New_York.html
Kimpton Ink48 Hotel,2017-11-01,12/9/2017,12/10/2017,2,1,"653 11th Avenue at 48th, New York City, NY 10036-2004",40.764515,-73.9958863,Booking.com,"3,219",4.5,430,213-525,"['Room Service', 'Fitness Center with Gym / Workout Room', 'Restaurant', 'Spa', 'Free High Speed Internet ( WiFi )', 'Room Service', 'Business Center with Internet Access', 'Dry Cleaning', 'Meeting Rooms', 'Laundry Service', 'Concierge', 'Banquet Room', 'Multilingual Staff', 'Conference Facilities', 'Air Conditioning', 'Minibar', 'Fitness Center with Gym / Workout Room', 'Restaurant', 'Spa']",72,4.5 Star Hotel,/Hotel_Review-g60763-d1158753-Reviews-Kimpton_Ink48_Hotel-New_York_City_New_York.html
Renaissance New York Midtown Hotel,2017-11-01,12/9/2017,12/10/2017,2,1,"218 W 35th St, New York City, NY 10001-2562",,,Renaissance Hotels,710,4.5,467,227-669,"['Room Service', 'Free Internet', 'Restaurant', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room', 'Room Service', 'Dry Cleaning', 'Meeting Rooms', 'Business Center with Internet Access', 'Laundry Service', 'Concierge', 'Air Conditioning', 'Restaurant', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room']",66,4.0 Star Hotel,/Hotel_Review-g60763-d8541913-Reviews-Renaissance_New_York_Midtown_Hotel-New_York_City_New_York.html
YourStay MidTown Apartments,2017-11-01,12/9/2017,12/10/2017,2,1,"50 W 34th St, New York City, NY 10001-3097",,,,52,3,,100-330,"['Pool', 'Fitness Center with Gym / Workout Room', 'Dry Cleaning', 'Business Center with Internet Access', 'Air Conditioning', 'Refrigerator in room', 'Pool', 'Fitness Center with Gym / Workout Room']",439,3.0 Star Hotel,/Hotel_Review-g60763-d320562-Reviews-YourStay_MidTown_Apartments-New_York_City_New_York.html
Hotel Plaza Athenee,2017-11-01,12/9/2017,12/10/2017,2,1,"37 E 64th St, New York City, NY 10065-7003",48.86638145,2.30389257291576,Orbitz.com,689,4.5,719,347-906,"['Room Service', 'Restaurant', 'Free High Speed Internet ( WiFi )', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge', 'Spa', 'Room Service', 'Dry Cleaning', 'Meeting Rooms', 'Laundry Service', 'Concierge', 'Business Center with Internet Access', 'Banquet Room', 'Multilingual Staff', 'Conference Facilities', 'Babysitting', 'Air Conditioning', 'Minibar', 'Refrigerator in room', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge', 'Spa']",183,5.0 Star Hotel,/Hotel_Review-g60763-d93606-Reviews-Hotel_Plaza_Athenee-New_York_City_New_York.html
"A Hospitality Company, Inc.",2017-11-01,12/9/2017,12/10/2017,2,1,"247 W 35th St Fl 4, New York City, NY 10001-1908",,,,5,3,,185-325,"['$185 - $325 (Based on Average Rates for a Standard Room) ', '77 ', 'United States >', 'New York >', 'New York City >', 'Midtown / Garment District / Manhattan ', 'a Hospitality Company, Inc. Hotel New York City ,', 'Hospitality Company ']",432,,/Hotel_Review-g60763-d254281-Reviews-A_Hospitality_Company_Inc-New_York_City_New_York.html
Beacon Light Motel,2017-11-01,12/9/2017,12/10/2017,2,1,"Route 9, New York City, NY 12855",22.33967995,114.176412498395,,1,3,,,"['9 ', 'United States >', 'New York >', 'New York City ']",434,,/Hotel_Review-g60763-d1529345-Reviews-Beacon_Light_Motel-New_York_City_New_York.html
Elk Hotel,2017-11-01,12/9/2017,12/10/2017,2,1,"360 42nd Street, at Ninth Avenue, New York City, NY",37.7832664,-122.4188156,,4,2.5,,,"['50 ', 'United States >', 'New York >', 'New York City >', ""Midtown / Hell's Kitchen / Manhattan ""]",454,,/Hotel_Review-g60763-d1990870-Reviews-Elk_Hotel-New_York_City_New_York.html
Kitano New York,2017-11-01,12/9/2017,12/10/2017,2,1,"66 Park Ave, At 38th Street, New York City, NY 10016-3007",40.7495438,-73.9798578,Travelocity,"1,175",4.5,539,232-653,"['Restaurant', 'Room Service', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room', 'Business Center with Internet Access', 'Room Service', 'Dry Cleaning', 'Meeting Rooms', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Conference Facilities', 'Banquet Room', 'Self-Serve Laundry', 'Air Conditioning', 'Restaurant', 'Bar/Lounge', 'Tennis Court', 'Fitness Center with Gym / Workout Room']",101,4.5 Star Hotel,/Hotel_Review-g60763-d93337-Reviews-Kitano_New_York-New_York_City_New_York.html
Hotel Wales,2017-11-01,12/9/2017,12/10/2017,2,1,"1295 Madison Ave, New York City, NY 10128-1301",52.2928116,-3.73893,Cancelon,792,4,408,215-482,"['Room Service', 'Free High Speed Internet ( WiFi )', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Room Service', 'Meeting Rooms', 'Laundry Service', 'Conference Facilities', 'Dry Cleaning', 'Business Center with Internet Access', 'Concierge', 'Banquet Room', 'Multilingual Staff', 'Breakfast Available', 'Air Conditioning', 'Restaurant', 'Tennis Court', 'Fitness Center with Gym / Workout Room']",191,3.5 Star Hotel,/Hotel_Review-g60763-d93625-Reviews-Hotel_Wales-New_York_City_New_York.html
Hotel Chandler,2017-11-01,12/9/2017,12/10/2017,2,1,"12 E 31st St, New York City, NY 10016-6702",40.74599405,-73.9851631207605,Booking.com,"3,446",4.5,459,215-533,"['Room Service', 'Free High Speed Internet ( WiFi )', 'Bar/Lounge', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Room Service', 'Dry Cleaning', 'Meeting Rooms', 'Laundry Service', 'Concierge', 'Business Center with Internet Access', 'Multilingual Staff', 'Air Conditioning', 'Bar/Lounge', 'Restaurant', 'Fitness Center with Gym / Workout Room']",136,4.5 Star Hotel,/Hotel_Review-g60763-d223024-Reviews-Hotel_Chandler-New_York_City_New_York.html
Oakwood Ocean At 1 West Street,2017-11-01,12/9/2017,12/10/2017,2,1,"1 West St, New York City, NY 10004-1021",,,,0,-1,,164-233,"['Fitness Center with Gym / Workout Room', 'Pool', 'Air Conditioning', 'Fitness Center with Gym / Workout Room', 'Pool']",,,/Hotel_Review-g60763-d234765-Reviews-Oakwood_Ocean_At_1_West_Street-New_York_City_New_York.html
Signature Properties,2017-11-01,12/9/2017,12/10/2017,2,1,"Suite#1AW, 160 Bleecker Street, New York City, NY 10012",,,,3,2,,,"['273 ', 'United States >', 'New York >', 'New York City >', 'Greenwich Village / Manhattan ']",450,,/Hotel_Review-g60763-d1547031-Reviews-Signature_Properties-New_York_City_New_York.html
La Quinta Inn & Suites Manhattan,2017-11-01,12/9/2017,12/10/2017,2,1,"17 West 32nd St, New York City, NY 10001-3820",40.747782,-73.9865704,AMOMA,"2,604",4,343,128-362,"['Fitness Center with Gym / Workout Room', 'Bar/Lounge', 'Free High Speed Internet ( WiFi )', 'Breakfast included', 'Business Center with Internet Access', 'Airport Transportation', 'Breakfast included', 'Laundry Service', 'Concierge', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge']",295,3.0 Star Hotel,/Hotel_Review-g60763-d99774-Reviews-La_Quinta_Inn_Suites_Manhattan-New_York_City_New_York.html
La Semana Hotel,2017-11-01,12/9/2017,12/10/2017,2,1,"25 W 24th St, New York City, NY 10010-3208",37.3689324,-2.7059359,,,1.5,,139-219,"['Concierge', 'Air Conditioning', 'Refrigerator in room']",456,3.0 Star Hotel,/Hotel_Review-g60763-d290982-Reviews-La_Semana_Hotel-New_York_City_New_York.html
Comfort Inn Times Square South,2017-11-01,12/9/2017,12/10/2017,2,1,"305 W 39th St, (39th St and 8th Ave), New York City, NY 10018-1401",40.7557309,-73.991557176288,,"1,151",4,,163-414,"['Spa', 'Free High Speed Internet ( WiFi )', 'Breakfast included', 'Fitness Center with Gym / Workout Room', 'Breakfast included', 'Multilingual Staff', 'Breakfast Available', 'Laundry Service', 'Spa', 'Fitness Center with Gym / Workout Room']",305,3.0 Star Hotel,/Hotel_Review-g60763-d673077-Reviews-Comfort_Inn_Times_Square_South-New_York_City_New_York.html
Cambria Hotel & Suites - New York Times Square,2017-11-01,12/9/2017,12/10/2017,2,1,"30 W 46th St, New York City, NY 10036-4500",,,AMOMA,825,4.5,391,172-544,"['Room Service', 'Restaurant', 'Bar/Lounge', 'Spa', 'Free High Speed Internet ( WiFi )', 'Fitness Center with Gym / Workout Room', 'Room Service', 'Dry Cleaning', 'Meeting Rooms', 'Business Center with Internet Access', 'Laundry Service', 'Concierge', 'Self-Serve Laundry', 'Air Conditioning', 'Microwave', 'Refrigerator in room', 'Restaurant', 'Bar/Lounge', 'Spa', 'Fitness Center with Gym / Workout Room']",102,3.0 Star Hotel,/Hotel_Review-g60763-d8505227-Reviews-Cambria_Hotel_Suites_New_York_Times_Square-New_York_City_New_York.html
The Bryant Park Hotel,2017-11-01,12/9/2017,12/10/2017,2,1,"40 West 40th Street, New York City, NY 10018-2602",40.7528779,-73.9837787,HotelQuickly,"3,715",4.5,608,281-722,"['Restaurant', 'Room Service', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge', 'Free High Speed Internet ( WiFi )', 'Room Service', 'Business Center with Internet Access', 'Dry Cleaning', 'Meeting Rooms', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Conference Facilities', 'Air Conditioning', 'Minibar', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge']",12,4.0 Star Hotel,/Hotel_Review-g60763-d224214-Reviews-The_Bryant_Park_Hotel-New_York_City_New_York.html
LUMA Hotel Times Square,2017-11-01,12/9/2017,12/10/2017,2,1,"120 W 41st St, New York City, NY 10036-7315",,,Booking.com,219,4.5,680,238-611,"['Restaurant', 'Bar/Lounge', 'Free High Speed Internet ( WiFi )', 'Room Service', 'Laundry Service', 'Concierge', 'Room Service', 'Dry Cleaning', 'Multilingual Staff', 'Breakfast Available', 'Air Conditioning', 'Refrigerator in room', 'Minibar', 'Restaurant', 'Bar/Lounge']",20,4.0 Star Hotel,/Hotel_Review-g60763-d10679074-Reviews-LUMA_Hotel_Times_Square-New_York_City_New_York.html
The Mark,2017-11-01,12/9/2017,12/10/2017,2,1,"Madison Avenue at 77th Street, 25 East 77th Street, New York City, NY 10078",48.5906257,21.8447358,TripAdvisor,746,4.5,945,507-1571,"['Room Service', 'Restaurant', 'Free High Speed Internet ( WiFi )', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge', 'Room Service', 'Airport Transportation', 'Dry Cleaning', 'Meeting Rooms', 'Business Center with Internet Access', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Babysitting', 'Air Conditioning', 'Minibar', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge']",32,5.0 Star Hotel,/Hotel_Review-g60763-d112052-Reviews-The_Mark-New_York_City_New_York.html
"Gild Hall, a Thompson Hotel",2017-11-01,12/9/2017,12/10/2017,2,1,"15 Gold Street, Main Entrance on Platt Street, New York City, NY 10038-4803",,,TripAdvisor,"1,680",4.5,377,197-597,"['Room Service', 'Restaurant', 'Bar/Lounge', 'Free High Speed Internet ( WiFi )', 'Fitness Center with Gym / Workout Room', 'Room Service', 'Dry Cleaning', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Meeting Rooms', 'Business Center with Internet Access', 'Air Conditioning', 'Minibar', 'Restaurant', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room']",35,4.5 Star Hotel,/Hotel_Review-g60763-d122014-Reviews-Gild_Hall_a_Thompson_Hotel-New_York_City_New_York.html
Loews Regency New York Hotel,2017-11-01,12/9/2017,12/10/2017,2,1,"540 Park Avenue, 61st Street, New York City, NY 10065-7366",,,Orbitz.com,"1,610",4.5,739,293-982,"['Room Service', 'Restaurant', 'Free High Speed Internet ( WiFi )', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room', 'Spa', 'Room Service', 'Business Center with Internet Access', 'Dry Cleaning', 'Meeting Rooms', 'Laundry Service', 'Concierge', 'Banquet Room', 'Multilingual Staff', 'Conference Facilities', 'Babysitting', 'Air Conditioning', 'Refrigerator in room', 'Minibar', 'Restaurant', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room', 'Spa']",36,5.0 Star Hotel,/Hotel_Review-g60763-d93607-Reviews-Loews_Regency_New_York_Hotel-New_York_City_New_York.html
"The Chatwal, A Luxury Collection Hotel, New York",2017-11-01,12/9/2017,12/10/2017,2,1,"130 W 44th St, New York City, NY 10036-4011",,,LuxuryCollection,"1,186",4.5,845,561-1088,"['Restaurant', 'Fitness Center with Gym / Workout Room', 'Free High Speed Internet ( WiFi )', 'Bar/Lounge', 'Spa', 'Room Service', 'Pool', 'Room Service', 'Dry Cleaning', 'Meeting Rooms', 'Business Center with Internet Access', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Breakfast Available', 'Air Conditioning', 'Minibar', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge', 'Spa', 'Heated pool', 'Indoor pool', 'Pool']",38,5.0 Star Hotel,/Hotel_Review-g60763-d1641016-Reviews-The_Chatwal_A_Luxury_Collection_Hotel_New_York-New_York_City_New_York.html
The Iroquois New York,2017-11-01,12/9/2017,12/10/2017,2,1,"49 W 44th St, btwn 5th & 6th Aves, New York City, NY 10036-6613",40.777032,-73.31373,Booking.com,"3,766",4.5,559,224-601,"['Fitness Center with Gym / Workout Room', 'Room Service', 'Restaurant', 'Bar/Lounge', 'Free High Speed Internet ( WiFi )', 'Room Service', 'Dry Cleaning', 'Meeting Rooms', 'Business Center with Internet Access', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Babysitting', 'Air Conditioning', 'Minibar', 'Fitness Center with Gym / Workout Room', 'Restaurant', 'Bar/Lounge']",43,4.0 Star Hotel,/Hotel_Review-g60763-d93396-Reviews-The_Iroquois_New_York-New_York_City_New_York.html
The St. Regis New York,2017-11-01,12/9/2017,12/10/2017,2,1,"2 East 55th Street, at Fifth Avenue, New York City, NY 10022",44.9972684,-74.65102,StRegis.com,742,4.5,1345,840-1534,"['Restaurant', 'Room Service', 'Fitness Center with Gym / Workout Room', 'Free High Speed Internet ( WiFi )', 'Bar/Lounge', 'Pool', 'Business Center with Internet Access', 'Room Service', 'Airport Transportation', 'Dry Cleaning', 'Meeting Rooms', 'Laundry Service', 'Concierge', 'Banquet Room', 'Multilingual Staff', 'Conference Facilities', 'Babysitting', 'Air Conditioning', 'Minibar', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge', 'Pool']",47,5.0 Star Hotel,/Hotel_Review-g60763-d93614-Reviews-The_St_Regis_New_York-New_York_City_New_York.html
Hyatt Centric Times Square New York,2017-11-01,12/9/2017,12/10/2017,2,1,"135 West 45th Street, New York City, NY 10036-4004",,,Booking.com,"4,003",4.5,603,217-630,"['Restaurant', 'Bar/Lounge', 'Free High Speed Internet ( WiFi )', 'Room Service', 'Spa', 'Fitness Center with Gym / Workout Room', 'Room Service', 'Dry Cleaning', 'Meeting Rooms', 'Business Center with Internet Access', 'Laundry Service', 'Concierge', 'Banquet Room', 'Multilingual Staff', 'Conference Facilities', 'Air Conditioning', 'Refrigerator in room', 'Restaurant', 'Bar/Lounge', 'Spa', 'Fitness Center with Gym / Workout Room']",56,4.5 Star Hotel,/Hotel_Review-g60763-d4799063-Reviews-Hyatt_Centric_Times_Square_New_York-New_York_City_New_York.html
The NoMad Hotel,2017-11-01,12/9/2017,12/10/2017,2,1,"1170 Broadway uf hfhdj, New York City, NY 10001-7507",49.4933689,0.1252172,TripAdvisor,833,4.5,625,359-764,"['Room Service', 'Restaurant', 'Bar/Lounge', 'Free High Speed Internet ( WiFi )', 'Fitness Center with Gym / Workout Room', 'Room Service', 'Dry Cleaning', 'Meeting Rooms', 'Laundry Service', 'Concierge', 'Air Conditioning', 'Minibar', 'Restaurant', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room']",57,5.0 Star Hotel,/Hotel_Review-g60763-d2643161-Reviews-The_NoMad_Hotel-New_York_City_New_York.html
The Peninsula New York,2017-11-01,12/9/2017,12/10/2017,2,1,"700 Fifth Avenue at 55th Street, New York City, NY 10019",40.76162605,-73.9752856652103,The Peninsula,"1,117",4.5,1186,581-1643,"['Pool', 'Room Service', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Free High Speed Internet ( WiFi )', 'Bar/Lounge', 'Spa', 'Room Service', 'Children Activities (Kid / Family Friendly)', 'Dry Cleaning', 'Meeting Rooms', 'Business Center with Internet Access', 'Laundry Service', 'Concierge', 'Banquet Room', 'Multilingual Staff', 'Conference Facilities', 'Babysitting', 'Breakfast Available', 'Air Conditioning', 'Refrigerator in room', 'Minibar', 'Pool', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge', 'Spa', 'Heated pool', 'Indoor pool', 'Tennis Court']",58,5.0 Star Hotel,/Hotel_Review-g60763-d113311-Reviews-The_Peninsula_New_York-New_York_City_New_York.html
Park South Hotel,2017-11-01,12/9/2017,12/10/2017,2,1,"124 East 28th Street, New York City, NY 10016-8402",51.5523328,-1.7511721,Booking.com,"2,393",4.5,404,197-504,"['Free High Speed Internet ( WiFi )', 'Fitness Center with Gym / Workout Room', 'Children Activities (Kid / Family Friendly)', 'Dry Cleaning', 'Business Center with Internet Access', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Meeting Rooms', 'Air Conditioning', 'Fitness Center with Gym / Workout Room']",59,4.0 Star Hotel,/Hotel_Review-g60763-d225942-Reviews-Park_South_Hotel-New_York_City_New_York.html
the Quin,2017-11-01,12/9/2017,12/10/2017,2,1,"101 West 57th Street, at 6th Avenue, New York City, NY 10019-2215",45.5222484,-122.6371308,Priceline,"2,883",4.5,919,278-748,"['Fitness Center with Gym / Workout Room', 'Free High Speed Internet ( WiFi )', 'Room Service', 'Bar/Lounge', 'Restaurant', 'Business Center with Internet Access', 'Room Service', 'Dry Cleaning', 'Meeting Rooms', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Conference Facilities', 'Air Conditioning', 'Minibar', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge', 'Restaurant']",41,5.0 Star Hotel,/Hotel_Review-g60763-d234762-Reviews-The_Quin-New_York_City_New_York.html
The Michelangelo Hotel,2017-11-01,12/9/2017,12/10/2017,2,1,"152 West 51st Street, between 6th and 7th Avenues, New York City, NY 10019-6813",48.6940944,6.1834835,HotelQuickly,"3,633",4.5,607,286-751,"['Fitness Center with Gym / Workout Room', 'Room Service', 'Free High Speed Internet ( WiFi )', 'Bar/Lounge', 'Room Service', 'Dry Cleaning', 'Meeting Rooms', 'Business Center with Internet Access', 'Laundry Service', 'Concierge', 'Banquet Room', 'Multilingual Staff', 'Conference Facilities', 'Air Conditioning', 'Minibar', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge']",42,5.0 Star Hotel,/Hotel_Review-g60763-d93589-Reviews-The_Michelangelo_Hotel-New_York_City_New_York.html
Arlo NoMad,2017-11-01,12/9/2017,12/10/2017,2,1,"11 E 31st St, New York City, NY 10016-6701",40.74633185,-73.9849096475671,AMOMA,561,4.5,414,177-451,"['Restaurant', 'Bar/Lounge', 'Free High Speed Internet ( WiFi )', 'Dry Cleaning', 'Meeting Rooms', 'Laundry Service', 'Concierge', 'Breakfast Available', 'Air Conditioning', 'Refrigerator in room', 'Restaurant', 'Bar/Lounge']",44,4.0 Star Hotel,/Hotel_Review-g60763-d10541730-Reviews-Arlo_NoMad-New_York_City_New_York.html
