name,date_scraped,check_in,check_out,adults,rooms,address,lat,lon,provider,reviews,rating,price,range,amenities,tripadvisor rank,star rating,url
Grandview Hotel New York,2017-11-07,2017-12-09,2017-12-10,2,1,"3106 Linden Pl, Flushing, NY 11354-1917",41.779575,-74.302198,Booking.com,10,3.5,132,137-169,"['Free Parking', 'Free High Speed Internet ( WiFi )', 'Free Parking', 'Multilingual Staff', 'Air Conditioning', 'Refrigerator in room']",14,2.5 Star Hotel,/Hotel_Review-g47729-d10162878-Reviews-Grandview_Hotel_New_York-Flushing_Queens_New_York.html
Hilton Garden Inn Springfield,2017-11-07,2017-12-09,2017-12-10,2,1,"304 US Highway 22, Springfield, NJ 07081-3510",39.7627949,-89.6063521,GardenInn.com,105,4.5,118,143-253,"['Pool', 'Free Parking', 'Restaurant', 'Bar/Lounge', 'Free High Speed Internet ( WiFi )', 'Fitness Center with Gym / Workout Room', 'Room Service', 'Breakfast included', 'Free Parking', 'Meeting Rooms', 'Business Center with Internet Access', 'Laundry Service', 'Banquet Room', 'Self-Serve Laundry', 'Room Service', 'Breakfast included', 'Multilingual Staff', 'Conference Facilities', 'Breakfast Available', 'Air Conditioning', 'Microwave', 'Refrigerator in room', 'Pool', 'Restaurant', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room', 'Indoor pool']",1,3.0 Star Hotel,/Hotel_Review-g46842-d10862878-Reviews-Hilton_Garden_Inn_Springfield-Springfield_New_Jersey.html
Sheridan Hotel,2017-11-07,2017-12-09,2017-12-10,2,1,"1440 Sheridan Expy, Bronx, NY 10459-2106",10.1920858,118.8956293,Booking.com,140,2.5,171,148-263,"['Free Parking', 'Free High Speed Internet ( WiFi )', 'Breakfast included', 'Fitness Center with Gym / Workout Room', 'Free Parking', 'Breakfast included', 'Multilingual Staff', 'Air Conditioning', 'Fitness Center with Gym / Workout Room']",12,2.0 Star Hotel,/Hotel_Review-g47369-d1158620-Reviews-Sheridan_Hotel-Bronx_New_York.html
La Quinta Inn & Suites Brooklyn Downtown,2017-11-07,2017-12-09,2017-12-10,2,1,"533 3rd Ave, Brooklyn, NY 11215-4623",,,,413,3.5,,119-266,"['Free High Speed Internet ( WiFi )', 'Breakfast included', 'Breakfast included', 'Business Center with Internet Access', 'Multilingual Staff', 'Air Conditioning', 'Refrigerator in room']",33,2.5 Star Hotel,/Hotel_Review-g60827-d1657771-Reviews-La_Quinta_Inn_Suites_Brooklyn_Downtown-Brooklyn_New_York.html
Super 8 Long Island City LGA Hotel,2017-11-07,2017-12-09,2017-12-10,2,1,"31-62 14th St, Long Island City, NY 11106-4810",,,Booking.com,186,3.5,136,110-281,"['Breakfast included', 'Room Service', 'Free High Speed Internet ( WiFi )', 'Free Parking', 'Breakfast included', 'Room Service', 'Free Parking', 'Air Conditioning', 'Hot Tub']",25,2.0 Star Hotel,/Hotel_Review-g48080-d248683-Reviews-Super_8_Long_Island_City_LGA_Hotel-Long_Island_City_Queens_New_York.html
Days Inn Brooklyn,2017-11-07,2017-12-09,2017-12-10,2,1,"437 39th St, Brooklyn, NY 11232-2909",32.7196966,-117.1568546,Booking.com,339,2.5,127,131-248,"['Free High Speed Internet ( WiFi )', 'Free Parking', 'Room Service', 'Breakfast included', 'Fitness Center with Gym / Workout Room', 'Free Parking', 'Room Service', 'Breakfast included', 'Business Center with Internet Access', 'Concierge', 'Multilingual Staff', 'Fitness Center with Gym / Workout Room']",60,2.0 Star Hotel,/Hotel_Review-g60827-d295340-Reviews-Days_Inn_Brooklyn-Brooklyn_New_York.html
Hampton Inn & Suites Parsippany/North,2017-11-07,2017-12-09,2017-12-10,2,1,"3737 US Highway 46, Parsippany, NJ 07054-1018",,,Hampton.com,570,4.5,101,95-215,"['Free Parking', 'Free High Speed Internet ( WiFi )', 'Fitness Center with Gym / Workout Room', 'Pool', 'Breakfast included', 'Free Parking', 'Business Center with Internet Access', 'Breakfast included', 'Meeting Rooms', 'Laundry Service', 'Multilingual Staff', 'Self-Serve Laundry', 'Shuttle Bus Service', 'Concierge', 'Fitness Center with Gym / Workout Room', 'Pool', 'Indoor pool', 'Heated pool']",1,2.5 Star Hotel,/Hotel_Review-g46715-d1574319-Reviews-Hampton_Inn_Suites_Parsippany_North-Parsippany_Morris_County_New_Jersey.html
Asiatic Hotel - Flushing,2017-11-07,2017-12-09,2017-12-10,2,1,"13521 37th Ave, Flushing, NY 11354-4119",,,Booking.com,216,4,155,105-192,"['Free High Speed Internet ( WiFi )', 'Breakfast included', 'Breakfast included', 'Air Conditioning']",3,2.0 Star Hotel,/Hotel_Review-g47729-d3411847-Reviews-Asiatic_Hotel_Flushing-Flushing_Queens_New_York.html
Wythe Hotel,2017-11-07,2017-12-09,2017-12-10,2,1,"80 Wythe Ave, Brooklyn, NY 11249-1026",40.7219036,-73.9580608,TripAdvisor,532,4.5,365,273-440,"['Restaurant', 'Bar/Lounge', 'Free High Speed Internet ( WiFi )', 'Dry Cleaning', 'Meeting Rooms', 'Laundry Service', 'Concierge', 'Banquet Room', 'Conference Facilities', 'Breakfast Available', 'Air Conditioning', 'Minibar', 'Refrigerator in room', 'Restaurant', 'Bar/Lounge']",15,4.0 Star Hotel,/Hotel_Review-g60827-d2556148-Reviews-Wythe_Hotel-Brooklyn_New_York.html
Comfort Inn LaGuardia Airport - 83rd St,2017-11-07,2017-12-09,2017-12-10,2,1,"2345 83rd St, East Elmhurst, NY 11370",,,ComfortInn,171,3.5,119,128-216,"['Free High Speed Internet ( WiFi )', 'Breakfast included', 'Free Parking', 'Airport Transportation', 'Breakfast included', 'Breakfast Available', 'Free Parking', 'Dry Cleaning', 'Multilingual Staff']",5,2.5 Star Hotel,/Hotel_Review-g47626-d1485917-Reviews-Comfort_Inn_LaGuardia_Airport_83rd_St-East_Elmhurst_Queens_New_York.html
Prince Flushing Hotel,2017-11-07,2017-12-09,2017-12-10,2,1,"13343 37th Ave, Flushing, NY 11354-4418",50.1581459,-5.0736682,Booking.com,84,3.5,139,147-204,"['Breakfast included', 'Free High Speed Internet ( WiFi )', 'Breakfast included', 'Multilingual Staff', 'Business Center with Internet Access', 'Breakfast Available', 'Air Conditioning']",13,2.5 Star Hotel,/Hotel_Review-g47729-d259535-Reviews-Prince_Flushing_Hotel-Flushing_Queens_New_York.html
The Westin Jersey City Newport,2017-11-07,2017-12-09,2017-12-10,2,1,"479 Washington Boulevard, Jersey City, NJ 07310-1972",40.7250652,-74.0362051974461,Expedia.com,"1,477",4.5,208,176-462,"['Room Service', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Pool', 'Bar/Lounge', 'Room Service', 'Business Center with Internet Access', 'Dry Cleaning', 'Meeting Rooms', 'Laundry Service', 'Concierge', 'Banquet Room', 'Multilingual Staff', 'Conference Facilities', 'Air Conditioning', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Hot Tub', 'Pool', 'Bar/Lounge', 'Heated pool', 'Indoor pool']",2,4.0 Star Hotel,/Hotel_Review-g46531-d1172031-Reviews-The_Westin_Jersey_City_Newport-Jersey_City_New_Jersey.html
Courtyard by Marriott New York JFK Airport,2017-11-07,2017-12-09,2017-12-10,2,1,"14511 N Conduit Ave, Jamaica, NY 11436-2236",,,Travelocity,811,4,228,173-277,"['Free High Speed Internet ( WiFi )', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge', 'Restaurant', 'Shuttle Bus Service', 'Airport Transportation', 'Meeting Rooms', 'Business Center with Internet Access', 'Multilingual Staff', 'Conference Facilities', 'Dry Cleaning', 'Laundry Service', 'Self-Serve Laundry', 'Breakfast Available', 'Microwave', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge', 'Restaurant']",1,3.0 Star Hotel,/Hotel_Review-g47962-d224106-Reviews-Courtyard_by_Marriott_New_York_JFK_Airport-Jamaica_Queens_New_York.html
Red Carpet Inn,2017-11-07,2017-12-09,2017-12-10,2,1,"980 Wyckoff Ave, Brooklyn, NY 11237-6124",39.3502951,-76.695462173857,Booking.com,199,2.5,,201-525,"['Free Parking', 'Breakfast included', 'Room Service', 'Free High Speed Internet ( WiFi )', 'Free Parking', 'Breakfast included', 'Room Service']",62,2.0 Star Hotel,/Hotel_Review-g60827-d530296-Reviews-Red_Carpet_Inn-Brooklyn_New_York.html
Hyatt Place New York/Yonkers,2017-11-07,2017-12-09,2017-12-10,2,1,"7000 Mall Walk, Yonkers, NY 10704-1221",40.904655,-73.863044,Booking.com,584,4.5,189,157-273,"['Free High Speed Internet ( WiFi )', 'Pool', 'Free Parking', 'Bar/Lounge', 'Breakfast included', 'Fitness Center with Gym / Workout Room', 'Free Parking', 'Breakfast included', 'Dry Cleaning', 'Meeting Rooms', 'Business Center with Internet Access', 'Laundry Service', 'Multilingual Staff', 'Self-Serve Laundry', 'Air Conditioning', 'Refrigerator in room', 'Pool', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room', 'Heated pool', 'Indoor pool']",1,3.0 Star Hotel,/Hotel_Review-g48922-d7771212-Reviews-Hyatt_Place_New_York_Yonkers-Yonkers_New_York.html
Days Inn Jamaica - Jfk Airport,2017-11-07,2017-12-09,2017-12-10,2,1,"14426 153rd Ct, Jamaica, NY 11434-4202",,,Booking.com,"1,073",3.5,161,133-232,"['Free Parking', 'Free High Speed Internet ( WiFi )', 'Breakfast included', 'Free Parking', 'Shuttle Bus Service', 'Breakfast included', 'Airport Transportation', 'Multilingual Staff', 'Air Conditioning']",10,2.0 Star Hotel,/Hotel_Review-g47962-d574186-Reviews-Days_Inn_Jamaica_Jfk_Airport-Jamaica_Queens_New_York.html
The Madison Hotel,2017-11-07,2017-12-09,2017-12-10,2,1,"1 Convent Rd, Morristown, NJ 07960-6922",40.7776678,-74.4446828,Expedia.com,830,4.5,131,141-340,"['Pool', 'Free Parking', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Room Service', 'Free High Speed Internet ( WiFi )', 'Bar/Lounge', 'Breakfast included', 'Free Parking', 'Room Service', 'Business Center with Internet Access', 'Shuttle Bus Service', 'Breakfast included', 'Dry Cleaning', 'Meeting Rooms', 'Laundry Service', 'Concierge', 'Banquet Room', 'Multilingual Staff', 'Conference Facilities', 'Air Conditioning', 'Pool', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge', 'Hot Tub', 'Heated pool', 'Indoor pool']",1,3.5 Star Hotel,/Hotel_Review-g60906-d92451-Reviews-The_Madison_Hotel-Morristown_Morris_County_New_Jersey.html
Flushing Central Hotel,2017-11-07,2017-12-09,2017-12-10,2,1,"135-33 38th Ave, Flushing, NY 11354-4416",40.7654301,-73.8174291,Booking.com,163,3.5,143,118-193,"['Free High Speed Internet ( WiFi )', 'Breakfast included', 'Breakfast included', 'Multilingual Staff', 'Business Center with Internet Access', 'Air Conditioning']",9,2.0 Star Hotel,/Hotel_Review-g47729-d589304-Reviews-Flushing_Central_Hotel-Flushing_Queens_New_York.html
Ramada Flushing Queens,2017-11-07,2017-12-09,2017-12-10,2,1,"3627 Prince St, Flushing, NY 11354-4008",40.7615481,-73.8327073,Booking.com,198,3.5,171,150-1033,"['Free High Speed Internet ( WiFi )', 'Breakfast included', 'Fitness Center with Gym / Workout Room', 'Breakfast included', 'Shuttle Bus Service', 'Business Center with Internet Access', 'Air Conditioning', 'Fitness Center with Gym / Workout Room']",11,2.0 Star Hotel,/Hotel_Review-g47729-d6563501-Reviews-Ramada_Flushing_Queens-Flushing_Queens_New_York.html
Hampton Inn Brooklyn/Downtown,2017-11-07,2017-12-09,2017-12-10,2,1,"125 Flatbush Avenue Ext, Brooklyn, NY 11201-2901",,,Hampton.com,899,4.5,279,145-827,"['Fitness Center with Gym / Workout Room', 'Bar/Lounge', 'Free High Speed Internet ( WiFi )', 'Breakfast included', 'Breakfast included', 'Dry Cleaning', 'Business Center with Internet Access', 'Laundry Service', 'Multilingual Staff', 'Air Conditioning', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge']",5,3.0 Star Hotel,/Hotel_Review-g60827-d6542529-Reviews-Hampton_Inn_Brooklyn_Downtown-Brooklyn_New_York.html
Hotel Le Bleu,2017-11-07,2017-12-09,2017-12-10,2,1,"370 4th Avenue, Brooklyn, NY 11215-2718",40.67327045,-73.9870999066863,Hotel Le Bleu,"1,070",4,202,168-355,"['Free Parking', 'Free High Speed Internet ( WiFi )', 'Breakfast included', 'Free Parking', 'Breakfast included', 'Multilingual Staff', 'Air Conditioning', 'Minibar']",18,3.0 Star Hotel,/Hotel_Review-g60827-d650459-Reviews-Hotel_Le_Bleu-Brooklyn_New_York.html
Pelham Garden Motel,2017-11-07,2017-12-09,2017-12-10,2,1,"1990 E Gun Hill Rd, Bronx, NY 10469-6014",-32.104707,115.944293,,6,4.5,,,['Air Conditioning'],7,,/Hotel_Review-g47369-d2667127-Reviews-Pelham_Garden_Motel-Bronx_New_York.html
The Brooklyn,2017-11-07,2017-12-09,2017-12-10,2,1,"1199 Atlantic Ave, Brooklyn, NY 11216-2709",25.0611359,-77.3129254560189,Travelocity,255,4.5,254,166-413,"['Bar/Lounge', 'Free High Speed Internet ( WiFi )', 'Fitness Center with Gym / Workout Room', 'Business Center with Internet Access', 'Laundry Service', 'Multilingual Staff', 'Breakfast Available', 'Air Conditioning', 'Microwave', 'Refrigerator in room', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room']",9,3.5 Star Hotel,/Hotel_Review-g60827-d8468727-Reviews-The_Brooklyn-Brooklyn_New_York.html
The Williamsburg Hotel,2017-11-07,2017-12-09,2017-12-10,2,1,"96 Wythe Ave, Brooklyn, NY 11249-1923",37.2708788,-76.7074042,Booking.com,132,4.5,536,225-532,"['Bar/Lounge', 'Free High Speed Internet ( WiFi )', 'Room Service', 'Restaurant', 'Laundry Service', 'Room Service', 'Dry Cleaning', 'Concierge', 'Multilingual Staff', 'Breakfast Available', 'Air Conditioning', 'Minibar', 'Bar/Lounge', 'Restaurant']",12,,/Hotel_Review-g60827-d10728525-Reviews-The_Williamsburg_Hotel-Brooklyn_New_York.html
Hilton Garden Inn Queens / JFK Airport,2017-11-07,2017-12-09,2017-12-10,2,1,"14818 134th St, Jamaica, NY 11430-1507",,,GardenInn.com,"1,178",4,249,171-287,"['Restaurant', 'Fitness Center with Gym / Workout Room', 'Room Service', 'Free High Speed Internet ( WiFi )', 'Bar/Lounge', 'Business Center with Internet Access', 'Room Service', 'Meeting Rooms', 'Shuttle Bus Service', 'Multilingual Staff', 'Conference Facilities', 'Dry Cleaning', 'Laundry Service', 'Self-Serve Laundry', 'Microwave', 'Air Conditioning', 'Refrigerator in room', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge']",3,3.0 Star Hotel,/Hotel_Review-g47962-d501354-Reviews-Hilton_Garden_Inn_Queens_JFK_Airport-Jamaica_Queens_New_York.html
Super 8 Brooklyn / Park Slope Hotel,2017-11-07,2017-12-09,2017-12-10,2,1,"267 3rd Ave, Brooklyn, NY 11215-1001",,,AMOMA,588,4,183,179-855,"['Free High Speed Internet ( WiFi )', 'Breakfast included', 'Breakfast included']",32,2.0 Star Hotel,/Hotel_Review-g60827-d1751698-Reviews-Super_8_Brooklyn_Park_Slope_Hotel-Brooklyn_New_York.html
Homewood Suites by Hilton East Rutherford-Meadowlands,2017-11-07,2017-12-09,2017-12-10,2,1,"125 Route 17 South, East Rutherford, NJ 07073",,,Homewood,613,4.5,209,168-257,"['Pool', 'Free Parking', 'Free High Speed Internet ( WiFi )', 'Fitness Center with Gym / Workout Room', 'Breakfast included', 'Free Parking', 'Business Center with Internet Access', 'Shuttle Bus Service', 'Breakfast included', 'Meeting Rooms', 'Laundry Service', 'Multilingual Staff', 'Self-Serve Laundry', 'Conference Facilities', 'Dry Cleaning', 'Banquet Room', 'Microwave', 'Pool', 'Fitness Center with Gym / Workout Room', 'Heated pool', 'Indoor pool', 'Hot Tub']",1,3.0 Star Hotel,/Hotel_Review-g46404-d1218811-Reviews-Homewood_Suites_by_Hilton_East_Rutherford_Meadowlands-East_Rutherford_New_Jersey.html
Seaside Best Rentals,2017-11-07,2017-12-09,2017-12-10,2,1,"1709 N Ocean Ave, Seaside Park, NJ 08752-1232",,,Travelocity,214,5,,172-247,"['Pool', 'Beachfront', 'Free Parking', 'Free High Speed Internet ( WiFi )', 'Children Activities (Kid / Family Friendly)', 'Free Parking', 'Self-Serve Laundry', 'Air Conditioning', 'Microwave', 'Refrigerator in room', 'Pool', 'Heated pool', 'Outdoor pool']",1,2.5 Star Hotel,/Hotel_Review-g46810-d4698430-Reviews-Seaside_Best_Rentals-Seaside_Park_New_Jersey.html
The Anchor Inn,2017-11-07,2017-12-09,2017-12-10,2,1,"21534 Northern Blvd, On the Corner of 215 Place and Northern Blvd, Bayside, NY 11361-3465",51.2726417,1.1663696,Expedia.com,21,3.5,122,143-207,"['Free Parking', 'Free High Speed Internet ( WiFi )', 'Breakfast included', 'Room Service', 'Fitness Center with Gym / Workout Room', 'Free Parking', 'Breakfast included', 'Room Service', 'Meeting Rooms', 'Business Center with Internet Access', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Conference Facilities', 'Air Conditioning', 'Refrigerator in room', 'Fitness Center with Gym / Workout Room']",3,2.0 Star Hotel,/Hotel_Review-g47289-d99267-Reviews-The_Anchor_Inn-Bayside_Queens_New_York.html
Sheraton LaGuardia East Hotel,2017-11-07,2017-12-09,2017-12-10,2,1,"13520 39th Ave, Flushing, NY 11354-4450",40.75954095,-73.8314851881829,Booking.com,315,4,332,261-383,"['Restaurant', 'Room Service', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge', 'Free High Speed Internet ( WiFi )', 'Room Service', 'Business Center with Internet Access', 'Shuttle Bus Service', 'Airport Transportation', 'Dry Cleaning', 'Meeting Rooms', 'Laundry Service', 'Concierge', 'Banquet Room', 'Multilingual Staff', 'Conference Facilities', 'Breakfast Available', 'Air Conditioning', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge']",6,3.5 Star Hotel,/Hotel_Review-g47729-d99265-Reviews-Sheraton_LaGuardia_East_Hotel-Flushing_Queens_New_York.html
